instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,base_asset,quote_asset
AXSTRY,AXSTRY,AXSTRY,AXS/TRY,0.0,,0.0,0.1,0.001,EQ,CRYPTO,BINANCE,AXS,TRY
AXSUSDC,AXSUSDC,AXSUSDC,AXS/USDC,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,AXS,USDC
AXSUSDT,AXSUSDT,AXSUSDT,AXS/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,AXS,USDT
BABYBNB,BABYBNB,BABYBNB,BABY/BNB,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,BABY,BNB
BABYEUR,BABYEUR,BABYEUR,BABY/EUR,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,BABY,EUR
BABYFDUSD,BABYFDUSD,BABYFDUSD,BABY/FDUSD,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,BABY,FDUSD
BABYTRY,BABYTRY,BABYTRY,BABY/TRY,0.0,,0.0,0.001,1.0,EQ,CRYPTO,BINANCE,BABY,TRY
BABYUSDC,BABYUSDC,BABYUSDC,BABY/USDC,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,BABY,USDC
BABYUSDT,BABYUSDT,BABYUSDT,BABY/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,BABY,USDT
BAKEBTC,BAKEBTC,BAKEBTC,BAKE/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,BAKE,BTC
BAKETRY,BAKETRY,BAKETRY,BAKE/TRY,0.0,,0.0,0.01,1.0,EQ,CRYPTO,BINANCE,BAKE,TRY
BAKEUSDT,BAKEUSDT,BAKEUSDT,BAKE/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,BAKE,USDT
BANANABNB,BANANABNB,BANANABNB,BANANA/BNB,0.0,,0.0,1e-05,0.001,EQ,CRYPTO,BINANCE,BANANA,BNB
BANANABTC,BANANABTC,BANANABTC,BANANA/BTC,0.0,,0.0,1e-07,0.001,EQ,CRYPTO,BINANCE,BANANA,BTC
BANANAFDUSD,BANANAFDUSD,BANANAFDUSD,BANANA/FDUSD,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,BANANA,FDUSD
BANANAS31USDC,BANANAS31USDC,BANANAS31USDC,BANANAS31/USDC,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,BANANAS31,USDC
BANANAS31USDT,BANANAS31USDT,BANANAS31USDT,BANANAS31/USDT,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,BANANAS31,USDT
BANANATRY,BANANATRY,BANANATRY,BANANA/TRY,0.0,,0.0,1.0,0.001,EQ,CRYPTO,BINANCE,BANANA,TRY
BANANAUSDC,BANANAUSDC,BANANAUSDC,BANANA/USDC,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,BANANA,USDC
BANANAUSDT,BANANAUSDT,BANANAUSDT,BANANA/USDT,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,BANANA,USDT
BANDBTC,BANDBTC,BANDBTC,BAND/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,BAND,BTC
BANDUSDT,BANDUSDT,BANDUSDT,BAND/USDT,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,BAND,USDT
BARTRY,BARTRY,BARTRY,BAR/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,BAR,TRY
BARUSDT,BARUSDT,BARUSDT,BAR/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,BAR,USDT
BATBTC,BATBTC,BATBTC,BAT/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,BAT,BTC
BATUSDT,BATUSDT,BATUSDT,BAT/USDT,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,BAT,USDT
BBBNB,BBBNB,BBBNB,BB/BNB,0.0,,0.0,1e-07,0.1,EQ,CRYPTO,BINANCE,BB,BNB
BBBTC,BBBTC,BBBTC,BB/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,BB,BTC
BBFDUSD,BBFDUSD,BBFDUSD,BB/FDUSD,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,BB,FDUSD
BBTRY,BBTRY,BBTRY,BB/TRY,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,BB,TRY
BBUSDC,BBUSDC,BBUSDC,BB/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,BB,USDC
BBUSDT,BBUSDT,BBUSDT,BB/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,BB,USDT
BCHBNB,BCHBNB,BCHBNB,BCH/BNB,0.0,,0.0,0.0001,0.001,EQ,CRYPTO,BINANCE,BCH,BNB
BCHBTC,BCHBTC,BCHBTC,BCH/BTC,0.0,,0.0,1e-06,0.001,EQ,CRYPTO,BINANCE,BCH,BTC
BCHEUR,BCHEUR,BCHEUR,BCH/EUR,0.0,,0.0,0.1,0.001,EQ,CRYPTO,BINANCE,BCH,EUR
BCHFDUSD,BCHFDUSD,BCHFDUSD,BCH/FDUSD,0.0,,0.0,0.1,0.001,EQ,CRYPTO,BINANCE,BCH,FDUSD
BCHJPY,BCHJPY,BCHJPY,BCH/JPY,0.0,,0.0,1.0,0.0001,EQ,CRYPTO,BINANCE,BCH,JPY
BCHTRY,BCHTRY,BCHTRY,BCH/TRY,0.0,,0.0,1.0,0.001,EQ,CRYPTO,BINANCE,BCH,TRY
BCHUSDC,BCHUSDC,BCHUSDC,BCH/USDC,0.0,,0.0,0.1,0.001,EQ,CRYPTO,BINANCE,BCH,USDC
BCHUSDT,BCHUSDT,BCHUSDT,BCH/USDT,0.0,,0.0,0.1,0.001,EQ,CRYPTO,BINANCE,BCH,USDT
BEAMXTRY,BEAMXTRY,BEAMXTRY,BEAMX/TRY,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,BEAMX,TRY
BEAMXUSDC,BEAMXUSDC,BEAMXUSDC,BEAMX/USDC,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,BEAMX,USDC
BEAMXUSDT,BEAMXUSDT,BEAMXUSDT,BEAMX/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,BEAMX,USDT
BELBTC,BELBTC,BELBTC,BEL/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,BEL,BTC
BELTRY,BELTRY,BELTRY,BEL/TRY,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,BEL,TRY
BELUSDT,BELUSDT,BELUSDT,BEL/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,BEL,USDT
BERABNB,BERABNB,BERABNB,BERA/BNB,0.0,,0.0,1e-06,0.001,EQ,CRYPTO,BINANCE,BERA,BNB
BERABTC,BERABTC,BERABTC,BERA/BTC,0.0,,0.0,1e-08,0.001,EQ,CRYPTO,BINANCE,BERA,BTC
BERAFDUSD,BERAFDUSD,BERAFDUSD,BERA/FDUSD,0.0,,0.0,0.001,0.001,EQ,CRYPTO,BINANCE,BERA,FDUSD
BERATRY,BERATRY,BERATRY,BERA/TRY,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,BERA,TRY
BERAUSDC,BERAUSDC,BERAUSDC,BERA/USDC,0.0,,0.0,0.001,0.001,EQ,CRYPTO,BINANCE,BERA,USDC
BERAUSDT,BERAUSDT,BERAUSDT,BERA/USDT,0.0,,0.0,0.001,0.001,EQ,CRYPTO,BINANCE,BERA,USDT
BICOBTC,BICOBTC,BICOBTC,BICO/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,BICO,BTC
BICOUSDT,BICOUSDT,BICOUSDT,BICO/USDT,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,BICO,USDT
BIFIUSDT,BIFIUSDT,BIFIUSDT,BIFI/USDT,0.0,,0.0,0.1,0.001,EQ,CRYPTO,BINANCE,BIFI,USDT
BIGTIMEUSDC,BIGTIMEUSDC,BIGTIMEUSDC,BIGTIME/USDC,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,BIGTIME,USDC
BIGTIMEUSDT,BIGTIMEUSDT,BIGTIMEUSDT,BIGTIME/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,BIGTIME,USDT
BIOBNB,BIOBNB,BIOBNB,BIO/BNB,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,BIO,BNB
BIOFDUSD,BIOFDUSD,BIOFDUSD,BIO/FDUSD,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,BIO,FDUSD
BIOTRY,BIOTRY,BIOTRY,BIO/TRY,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,BIO,TRY
BIOUSDC,BIOUSDC,BIOUSDC,BIO/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,BIO,USDC
BIOUSDT,BIOUSDT,BIOUSDT,BIO/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,BIO,USDT
BLURTRY,BLURTRY,BLURTRY,BLUR/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,BLUR,TRY
BLURUSDC,BLURUSDC,BLURUSDC,BLUR/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,BLUR,USDC
BLURUSDT,BLURUSDT,BLURUSDT,BLUR/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,BLUR,USDT
BMTBNB,BMTBNB,BMTBNB,BMT/BNB,0.0,,0.0,1e-07,0.1,EQ,CRYPTO,BINANCE,BMT,BNB
BMTFDUSD,BMTFDUSD,BMTFDUSD,BMT/FDUSD,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,BMT,FDUSD
BMTTRY,BMTTRY,BMTTRY,BMT/TRY,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,BMT,TRY
BMTUSDC,BMTUSDC,BMTUSDC,BMT/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,BMT,USDC
BMTUSDT,BMTUSDT,BMTUSDT,BMT/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,BMT,USDT
BNBARS,BNBARS,BNBARS,BNB/ARS,0.0,,0.0,1.0,0.001,EQ,CRYPTO,BINANCE,BNB,ARS
BNBBRL,BNBBRL,BNBBRL,BNB/BRL,0.0,,0.0,1.0,0.001,EQ,CRYPTO,BINANCE,BNB,BRL
BNBBTC,BNBBTC,BNBBTC,BNB/BTC,0.0,,0.0,1e-06,0.001,EQ,CRYPTO,BINANCE,BNB,BTC
BNBETH,BNBETH,BNBETH,BNB/ETH,0.0,,0.0,0.0001,0.001,EQ,CRYPTO,BINANCE,BNB,ETH
BNBEUR,BNBEUR,BNBEUR,BNB/EUR,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,BNB,EUR
BNBFDUSD,BNBFDUSD,BNBFDUSD,BNB/FDUSD,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,BNB,FDUSD
BNBJPY,BNBJPY,BNBJPY,BNB/JPY,0.0,,0.0,1.0,0.0001,EQ,CRYPTO,BINANCE,BNB,JPY
BNBTRY,BNBTRY,BNBTRY,BNB/TRY,0.0,,0.0,1.0,0.001,EQ,CRYPTO,BINANCE,BNB,TRY
BNBTUSD,BNBTUSD,BNBTUSD,BNB/TUSD,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,BNB,TUSD
BNBUSDC,BNBUSDC,BNBUSDC,BNB/USDC,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,BNB,USDC
BNBUSDT,BNBUSDT,BNBUSDT,BNB/USDT,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,BNB,USDT
BNSOLSOL,BNSOLSOL,BNSOLSOL,BNSOL/SOL,0.0,,0.0,0.0001,0.001,EQ,CRYPTO,BINANCE,BNSOL,SOL
BNSOLUSDT,BNSOLUSDT,BNSOLUSDT,BNSOL/USDT,0.0,,0.0,0.1,0.001,EQ,CRYPTO,BINANCE,BNSOL,USDT
BNTUSDT,BNTUSDT,BNTUSDT,BNT/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,BNT,USDT
BOMEEUR,BOMEEUR,BOMEEUR,BOME/EUR,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,BOME,EUR
BOMEFDUSD,BOMEFDUSD,BOMEFDUSD,BOME/FDUSD,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,BOME,FDUSD
BOMETRY,BOMETRY,BOMETRY,BOME/TRY,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,BOME,TRY
BOMEUSDC,BOMEUSDC,BOMEUSDC,BOME/USDC,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,BOME,USDC
BOMEUSDT,BOMEUSDT,BOMEUSDT,BOME/USDT,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,BOME,USDT
BONKBRL,BONKBRL,BONKBRL,BONK/BRL,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,BONK,BRL
BONKFDUSD,BONKFDUSD,BONKFDUSD,BONK/FDUSD,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,BONK,FDUSD
BONKTRY,BONKTRY,BONKTRY,BONK/TRY,0.0,,0.0,1e-07,1.0,EQ,CRYPTO,BINANCE,BONK,TRY
BONKUSDC,BONKUSDC,BONKUSDC,BONK/USDC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,BONK,USDC
BONKUSDT,BONKUSDT,BONKUSDT,BONK/USDT,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,BONK,USDT
BROCCOLI714USDC,BROCCOLI714USDC,BROCCOLI714USDC,BROCCOLI714/USDC,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,BROCCOLI714,USDC
BROCCOLI714USDT,BROCCOLI714USDT,BROCCOLI714USDT,BROCCOLI714/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,BROCCOLI714,USDT
BTCARS,BTCARS,BTCARS,BTC/ARS,0.0,,0.0,1.0,1e-05,EQ,CRYPTO,BINANCE,BTC,ARS
BTCBRL,BTCBRL,BTCBRL,BTC/BRL,0.0,,0.0,1.0,1e-05,EQ,CRYPTO,BINANCE,BTC,BRL
BTCDAI,BTCDAI,BTCDAI,BTC/DAI,0.0,,0.0,0.01,1e-05,EQ,CRYPTO,BINANCE,BTC,DAI
BTCEUR,BTCEUR,BTCEUR,BTC/EUR,0.0,,0.0,0.01,1e-05,EQ,CRYPTO,BINANCE,BTC,EUR
BTCEURI,BTCEURI,BTCEURI,BTC/EURI,0.0,,0.0,0.01,1e-05,EQ,CRYPTO,BINANCE,BTC,EURI
BTCFDUSD,BTCFDUSD,BTCFDUSD,BTC/FDUSD,0.0,,0.0,0.01,1e-05,EQ,CRYPTO,BINANCE,BTC,FDUSD
BTCJPY,BTCJPY,BTCJPY,BTC/JPY,0.0,,0.0,1.0,1e-06,EQ,CRYPTO,BINANCE,BTC,JPY
BTCMXN,BTCMXN,BTCMXN,BTC/MXN,0.0,,0.0,1.0,1e-06,EQ,CRYPTO,BINANCE,BTC,MXN
BTCPLN,BTCPLN,BTCPLN,BTC/PLN,0.0,,0.0,1.0,1e-05,EQ,CRYPTO,BINANCE,BTC,PLN
BTCRON,BTCRON,BTCRON,BTC/RON,0.0,,0.0,1.0,1e-05,EQ,CRYPTO,BINANCE,BTC,RON
BTCTRY,BTCTRY,BTCTRY,BTC/TRY,0.0,,0.0,1.0,1e-05,EQ,CRYPTO,BINANCE,BTC,TRY
BTCTUSD,BTCTUSD,BTCTUSD,BTC/TUSD,0.0,,0.0,0.01,1e-05,EQ,CRYPTO,BINANCE,BTC,TUSD
BTCUAH,BTCUAH,BTCUAH,BTC/UAH,0.0,,0.0,1.0,1e-05,EQ,CRYPTO,BINANCE,BTC,UAH
BTCUSDC,BTCUSDC,BTCUSDC,BTC/USDC,0.0,,0.0,0.01,1e-05,EQ,CRYPTO,BINANCE,BTC,USDC
BTCUSDT,BTCUSDT,BTCUSDT,BTC/USDT,0.0,,0.0,0.01,1e-05,EQ,CRYPTO,BINANCE,BTC,USDT
BTCZAR,BTCZAR,BTCZAR,BTC/ZAR,0.0,,0.0,1.0,1e-05,EQ,CRYPTO,BINANCE,BTC,ZAR
BTTCTRY,BTTCTRY,BTTCTRY,BTTC/TRY,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,BTTC,TRY
BTTCUSDT,BTTCUSDT,BTTCUSDT,BTTC/USDT,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,BTTC,USDT
C98USDT,C98USDT,C98USDT,C98/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,C98,USDT
CAKEBNB,CAKEBNB,CAKEBNB,CAKE/BNB,0.0,,0.0,1e-06,0.01,EQ,CRYPTO,BINANCE,CAKE,BNB
CAKEBTC,CAKEBTC,CAKEBTC,CAKE/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,CAKE,BTC
CAKETRY,CAKETRY,CAKETRY,CAKE/TRY,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,CAKE,TRY
CAKEUSDC,CAKEUSDC,CAKEUSDC,CAKE/USDC,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,CAKE,USDC
CAKEUSDT,CAKEUSDT,CAKEUSDT,CAKE/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,CAKE,USDT
CATITRY,CATITRY,CATITRY,CATI/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,CATI,TRY
CATIUSDC,CATIUSDC,CATIUSDC,CATI/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,CATI,USDC
CATIUSDT,CATIUSDT,CATIUSDT,CATI/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,CATI,USDT
CELOBTC,CELOBTC,CELOBTC,CELO/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,CELO,BTC
CELOTRY,CELOTRY,CELOTRY,CELO/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,CELO,TRY
CELOUSDT,CELOUSDT,CELOUSDT,CELO/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,CELO,USDT
CELRUSDT,CELRUSDT,CELRUSDT,CELR/USDT,0.0,,0.0,1e-05,0.1,EQ,CRYPTO,BINANCE,CELR,USDT
CETUSTRY,CETUSTRY,CETUSTRY,CETUS/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,CETUS,TRY
CETUSUSDC,CETUSUSDC,CETUSUSDC,CETUS/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,CETUS,USDC
CETUSUSDT,CETUSUSDT,CETUSUSDT,CETUS/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,CETUS,USDT
CFXBTC,CFXBTC,CFXBTC,CFX/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,CFX,BTC
CFXTRY,CFXTRY,CFXTRY,CFX/TRY,0.0,,0.0,0.001,1.0,EQ,CRYPTO,BINANCE,CFX,TRY
CFXUSDC,CFXUSDC,CFXUSDC,CFX/USDC,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,CFX,USDC
CFXUSDT,CFXUSDT,CFXUSDT,CFX/USDT,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,CFX,USDT
CGPTUSDC,CGPTUSDC,CGPTUSDC,CGPT/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,CGPT,USDC
CGPTUSDT,CGPTUSDT,CGPTUSDT,CGPT/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,CGPT,USDT
CHESSUSDC,CHESSUSDC,CHESSUSDC,CHESS/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,CHESS,USDC
CHESSUSDT,CHESSUSDT,CHESSUSDT,CHESS/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,CHESS,USDT
CHRBTC,CHRBTC,CHRBTC,CHR/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,CHR,BTC
CHRUSDT,CHRUSDT,CHRUSDT,CHR/USDT,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,CHR,USDT
CHZBNB,CHZBNB,CHZBNB,CHZ/BNB,0.0,,0.0,1e-07,1.0,EQ,CRYPTO,BINANCE,CHZ,BNB
CHZBTC,CHZBTC,CHZBTC,CHZ/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,CHZ,BTC
CHZTRY,CHZTRY,CHZTRY,CHZ/TRY,0.0,,0.0,0.001,1.0,EQ,CRYPTO,BINANCE,CHZ,TRY
CHZUSDC,CHZUSDC,CHZUSDC,CHZ/USDC,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,CHZ,USDC
CHZUSDT,CHZUSDT,CHZUSDT,CHZ/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,CHZ,USDT
CITYTRY,CITYTRY,CITYTRY,CITY/TRY,0.0,,0.0,0.1,0.01,EQ,CRYPTO,BINANCE,CITY,TRY
CITYUSDT,CITYUSDT,CITYUSDT,CITY/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,CITY,USDT
CKBTRY,CKBTRY,CKBTRY,CKB/TRY,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,CKB,TRY
CKBUSDC,CKBUSDC,CKBUSDC,CKB/USDC,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,CKB,USDC
CKBUSDT,CKBUSDT,CKBUSDT,CKB/USDT,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,CKB,USDT
COMPBTC,COMPBTC,COMPBTC,COMP/BTC,0.0,,0.0,1e-06,0.001,EQ,CRYPTO,BINANCE,COMP,BTC
COMPTRY,COMPTRY,COMPTRY,COMP/TRY,0.0,,0.0,1.0,0.001,EQ,CRYPTO,BINANCE,COMP,TRY
COMPUSDC,COMPUSDC,COMPUSDC,COMP/USDC,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,COMP,USDC
COMPUSDT,COMPUSDT,COMPUSDT,COMP/USDT,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,COMP,USDT
COOKIEUSDC,COOKIEUSDC,COOKIEUSDC,COOKIE/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,COOKIE,USDC
COOKIEUSDT,COOKIEUSDT,COOKIEUSDT,COOKIE/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,COOKIE,USDT
COSTRY,COSTRY,COSTRY,COS/TRY,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,COS,TRY
COSUSDT,COSUSDT,COSUSDT,COS/USDT,0.0,,0.0,1e-06,0.1,EQ,CRYPTO,BINANCE,COS,USDT
COTIBTC,COTIBTC,COTIBTC,COTI/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,COTI,BTC
COTITRY,COTITRY,COTITRY,COTI/TRY,0.0,,0.0,0.001,1.0,EQ,CRYPTO,BINANCE,COTI,TRY
COTIUSDT,COTIUSDT,COTIUSDT,COTI/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,COTI,USDT
COWTRY,COWTRY,COWTRY,COW/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,COW,TRY
COWUSDC,COWUSDC,COWUSDC,COW/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,COW,USDC
COWUSDT,COWUSDT,COWUSDT,COW/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,COW,USDT
CRVBTC,CRVBTC,CRVBTC,CRV/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,CRV,BTC
CRVTRY,CRVTRY,CRVTRY,CRV/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,CRV,TRY
CRVUSDC,CRVUSDC,CRVUSDC,CRV/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,CRV,USDC
CRVUSDT,CRVUSDT,CRVUSDT,CRV/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,CRV,USDT
CTKBNB,CTKBNB,CTKBNB,CTK/BNB,0.0,,0.0,1e-06,0.1,EQ,CRYPTO,BINANCE,CTK,BNB
CTKBTC,CTKBTC,CTKBTC,CTK/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,CTK,BTC
CTKUSDT,CTKUSDT,CTKUSDT,CTK/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,CTK,USDT
CTSIBTC,CTSIBTC,CTSIBTC,CTSI/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,CTSI,BTC
CTSIUSDT,CTSIUSDT,CTSIUSDT,CTSI/USDT,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,CTSI,USDT
CVCUSDC,CVCUSDC,CVCUSDC,CVC/USDC,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,CVC,USDC
CVCUSDT,CVCUSDT,CVCUSDT,CVC/USDT,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,CVC,USDT
CVXUSDT,CVXUSDT,CVXUSDT,CVX/USDT,0.0,,0.0,0.001,0.001,EQ,CRYPTO,BINANCE,CVX,USDT
CYBERBNB,CYBERBNB,CYBERBNB,CYBER/BNB,0.0,,0.0,1e-06,0.01,EQ,CRYPTO,BINANCE,CYBER,BNB
CYBERBTC,CYBERBTC,CYBERBTC,CYBER/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,CYBER,BTC
CYBERETH,CYBERETH,CYBERETH,CYBER/ETH,0.0,,0.0,1e-06,0.01,EQ,CRYPTO,BINANCE,CYBER,ETH
CYBERFDUSD,CYBERFDUSD,CYBERFDUSD,CYBER/FDUSD,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,CYBER,FDUSD
CYBERTRY,CYBERTRY,CYBERTRY,CYBER/TRY,0.0,,0.0,0.1,0.01,EQ,CRYPTO,BINANCE,CYBER,TRY
CYBERUSDT,CYBERUSDT,CYBERUSDT,CYBER/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,CYBER,USDT
DAIJPY,DAIJPY,DAIJPY,DAI/JPY,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,DAI,JPY
DASHBTC,DASHBTC,DASHBTC,DASH/BTC,0.0,,0.0,1e-07,0.001,EQ,CRYPTO,BINANCE,DASH,BTC
DASHETH,DASHETH,DASHETH,DASH/ETH,0.0,,0.0,1e-05,0.001,EQ,CRYPTO,BINANCE,DASH,ETH
