user_symbol,binance_symbol,is_exact_match
ALGOTRY,ALGOTRY,True
OMNIBTC,OMNIBTC,True
BTCPLN,BTCPLN,True
TAOFDUSD,TAOFDUSD,True
SAGATRY,SAGATRY,True
USDTMXN,USDTMXN,True
APTBTC,APTBTC,True
CKBUSDC,CKBUSDC,True
ENAUSDC,ENAUSDC,True
ETHFIUSDC,ETHFIUSDC,True
POLYXBTC,POLYXBTC,True
YGGUSDC,YGGUSDC,True
TAOBTC,TAOBTC,True
ANKRTRY,ANKRTRY,True
STGUSDT,STGUSDT,True
POLYXTRY,POLYXTRY,True
TAOTRY,TAOTRY,True
STGBTC,STGBTC,True
CFXUSDC,CFXUSDC,True
FILETH,FILETH,True
ETCTRY,ETCTRY,True
RUNEUSDC,RUNEUSDC,True
OPETH,OPETH,True
SAGAUSDC,SAGAUSDC,True
STORJTRY,STORJTRY,True
OPEUR,OPEUR,True
REDFDUSD,REDFDUSD,True
NEOTRY,NEOTRY,True
ONGUSDT,ONGUSDT,True
FUNUSDT,FUNUSDT,True
HBARBNB,HBARBNB,True
ADABTC,ADABTC,True
SOPHUSDC,SOPHUSDC,True
ADXETH,ADXETH,True
HBARBTC,HBARBTC,True
ADXUSDT,ADXUSDT,True
BROCCOLI714USDC,BROCCOLI714USDC,True
SOPHBNB,SOPHBNB,True
BANANAS31USDC,BANANAS31USDC,True
NKNBTC,NKNBTC,True
ADXBTC,ADXBTC,True
NKNUSDT,NKNUSDT,True
SOPHFDUSD,SOPHFDUSD,True
MANAETH,MANAETH,True
STXBNB,STXBNB,True
SOPHTRY,SOPHTRY,True
TUTUSDC,TUTUSDC,True
MANABTC,MANABTC,True
MUBARAKTRY,MUBARAKTRY,True
STXBTC,STXBTC,True
LSKUSDT,LSKUSDT,True
TRXJPY,TRXJPY,True
KAVABTC,KAVABTC,True
LSKBTC,LSKBTC,True
DAIJPY,DAIJPY,True
BATUSDT,BATUSDT,True
KAVAUSDT,KAVAUSDT,True
BATBTC,BATBTC,True
MUBARAKUSDC,MUBARAKUSDC,True
GUNBNB,GUNBNB,True
ADAETH,ADAETH,True
GUNFDUSD,GUNFDUSD,True
LTCBNB,LTCBNB,True
RLCUSDT,RLCUSDT,True
VETUSDC,VETUSDC,True
RLCBTC,RLCBTC,True
ABTC,ABTC,True
QNTUSDC,QNTUSDC,True
ICXUSDT,ICXUSDT,True
GUNUSDC,GUNUSDC,True
WINTRX,WINTRX,True
AUSDT,AUSDT,True
ICXBTC,ICXBTC,True
CHZBNB,CHZBNB,True
BANANAUSDC,BANANAUSDC,True
AUCTIONUSDC,AUCTIONUSDC,True
AETH,AETH,True
XLMBTC,XLMBTC,True
CHZBTC,CHZBTC,True
AFDUSD,AFDUSD,True
AUCTIONTRY,AUCTIONTRY,True
LTCETH,LTCETH,True
BANDBTC,BANDBTC,True
API3USDC,API3USDC,True
BANDUSDT,BANDUSDT,True
XLMETH,XLMETH,True
ATRY,ATRY,True
THETAUSDC,THETAUSDC,True
XTZBTC,XTZBTC,True
AUSDC,AUSDC,True
GUNTRY,GUNTRY,True
ARPABTC,ARPABTC,True
STORJBTC,STORJBTC,True
RESOLVUSDC,RESOLVUSDC,True
XRPEUR,XRPEUR,True
NILFDUSD,NILFDUSD,True
REQBTC,REQBTC,True
FLUXUSDC,FLUXUSDC,True
DASHETH,DASHETH,True
BTCEUR,BTCEUR,True
NILBNB,NILBNB,True
MASKUSDC,MASKUSDC,True
ETHEUR,ETHEUR,True
DASHUSDT,DASHUSDT,True
DASHBTC,DASHBTC,True
BNBEUR,BNBEUR,True
SUSHIUSDC,SUSHIUSDC,True
ZECETH,ZECETH,True
USDCCZK,USDCCZK,True
HOMETRY,HOMETRY,True
ZECUSDT,ZECUSDT,True
VANRYUSDC,VANRYUSDC,True
ZECBTC,ZECBTC,True
OGNBTC,OGNBTC,True
THEUSDC,THEUSDC,True
ETCBTC,ETCBTC,True
SPKUSDC,SPKUSDC,True
JUVUSDC,JUVUSDC,True
IOTAUSDC,IOTAUSDC,True
SPKBNB,SPKBNB,True
BNTUSDT,BNTUSDT,True
ETCETH,ETCETH,True
SPKFDUSD,SPKFDUSD,True
REQUSDT,REQUSDT,True
USDTTRY,USDTTRY,True
RESOLVBNB,RESOLVBNB,True
FTTUSDT,FTTUSDT,True
ENJBTC,ENJBTC,True
PARTIBNB,PARTIBNB,True
RESOLVFDUSD,RESOLVFDUSD,True
XRPETH,XRPETH,True
PARTIUSDC,PARTIUSDC,True
BCHBNB,BCHBNB,True
RESOLVTRY,RESOLVTRY,True
PARTITRY,PARTITRY,True
BCHBTC,BCHBTC,True
XRPBTC,XRPBTC,True
POWRETH,POWRETH,True
BCHUSDC,BCHUSDC,True
PARTIFDUSD,PARTIFDUSD,True
POWRUSDT,POWRUSDT,True
NILUSDC,NILUSDC,True
HOMEUSDC,HOMEUSDC,True
VANAUSDC,VANAUSDC,True
POWRBTC,POWRBTC,True
BTCTRY,BTCTRY,True
TRXETH,TRXETH,True
BEAMXUSDC,BEAMXUSDC,True
BNBTRY,BNBTRY,True
HOMEBNB,HOMEBNB,True
ETHTRY,ETHTRY,True
HOMEFDUSD,HOMEFDUSD,True
NILTRY,NILTRY,True
XRPTRY,XRPTRY,True
TRXBTC,TRXBTC,True
HUMATRY,HUMATRY,True
ZENUSDC,ZENUSDC,True
XUSDUSDT,XUSDUSDT,True
RLCETH,RLCETH,True
HYPERFDUSD,HYPERFDUSD,True
ARDRUSDT,ARDRUSDT,True
HYPERBNB,HYPERBNB,True
ARDRBTC,ARDRBTC,True
FETBTC,FETBTC,True
SYRUPUSDC,SYRUPUSDC,True
HYPERUSDC,HYPERUSDC,True
DENTETH,DENTETH,True
SCUSDT,SCUSDT,True
SCETH,SCETH,True
IOSTUSDT,IOSTUSDT,True
KMNOUSDC,KMNOUSDC,True
GMTUSDC,GMTUSDC,True
CELRUSDT,CELRUSDT,True
ACHUSDC,ACHUSDC,True
ETCBNB,ETCBNB,True
BABYEUR,BABYEUR,True
ADAUSDC,ADAUSDC,True
SXTUSDC,SXTUSDC,True
TRXBNB,TRXBNB,True
NEOUSDC,NEOUSDC,True
ONDOTRY,ONDOTRY,True
SXTBNB,SXTBNB,True
PAXGUSDC,PAXGUSDC,True
DATAUSDT,DATAUSDT,True
ATOMBTC,ATOMBTC,True
WCTUSDC,WCTUSDC,True
SXTFDUSD,SXTFDUSD,True
DATABTC,DATABTC,True
FETBNB,FETBNB,True
HOTETH,HOTETH,True
HYPERTRY,HYPERTRY,True
LINKUSDC,LINKUSDC,True
SIGNFDUSD,SIGNFDUSD,True
ETHUSDC,ETHUSDC,True
SIGNTRY,SIGNTRY,True
BNBUSDC,BNBUSDC,True
XRPUSDC,XRPUSDC,True
SIGNBNB,SIGNBNB,True
XLMUSDC,XLMUSDC,True
SIGNUSDC,SIGNUSDC,True
XRPTUSD,XRPTUSD,True
BNBTUSD,BNBTUSD,True
TRXXRP,TRXXRP,True
INITTRY,INITTRY,True
STOUSDC,STOUSDC,True
RVNBTC,RVNBTC,True
VIRTUALTRY,VIRTUALTRY,True
INITFDUSD,INITFDUSD,True
LTCUSDC,LTCUSDC,True
STOBNB,STOBNB,True
VETBNB,VETBNB,True
TRXUSDC,TRXUSDC,True
INITBNB,INITBNB,True
STOFDUSD,STOFDUSD,True
VETETH,VETETH,True
ONGBTC,ONGBTC,True
INITUSDC,INITUSDC,True
STOTRY,STOTRY,True
ENJUSDC,ENJUSDC,True
VETBTC,VETBTC,True
WCTBNB,WCTBNB,True
SXTTRY,SXTTRY,True
IOTXETH,IOTXETH,True
ONDOUSDC,ONDOUSDC,True
HAEDALUSDC,HAEDALUSDC,True
SYSBTC,SYSBTC,True
WANUSDT,WANUSDT,True
HAEDALBNB,HAEDALBNB,True
WANBTC,WANBTC,True
HAEDALFDUSD,HAEDALFDUSD,True
BIGTIMEUSDC,BIGTIMEUSDC,True
DOGEUSDC,DOGEUSDC,True
HAEDALTRY,HAEDALTRY,True
DUSKBTC,DUSKBTC,True
ONTBTC,ONTBTC,True
DUSKUSDT,DUSKUSDT,True
USD1USDT,USD1USDT,True
ANKRBTC,ANKRBTC,True
DOGEBTC,DOGEBTC,True
ZILETH,ZILETH,True
STEEMETH,STEEMETH,True
ONTUSDC,ONTUSDC,True
BABYTRY,BABYTRY,True
HUMAUSDC,HUMAUSDC,True
STEEMBTC,STEEMBTC,True
BABYFDUSD,BABYFDUSD,True
BABYBNB,BABYBNB,True
HUMABNB,HUMABNB,True
PIVXUSDT,PIVXUSDT,True
BABYUSDC,BABYUSDC,True
PIVXBTC,PIVXBTC,True
HUMAFDUSD,HUMAFDUSD,True
SYSUSDT,SYSUSDT,True
VIRTUALUSDC,VIRTUALUSDC,True
WCTFDUSD,WCTFDUSD,True
NXPCFDUSD,NXPCFDUSD,True
PUNDIXUSDC,PUNDIXUSDC,True
ATOMUSDC,ATOMUSDC,True
IOTXBTC,IOTXBTC,True
SYRUPTRY,SYRUPTRY,True
PHBBTC,PHBBTC,True
WCTUSDT,WCTUSDT,True
TUSDUSDT,TUSDUSDT,True
WCTTRY,WCTTRY,True
NXPCUSDC,NXPCUSDC,True
TFUELBTC,TFUELBTC,True
XRPBNB,XRPBNB,True
NXPCBNB,NXPCBNB,True
TFUELUSDT,TFUELUSDT,True
KERNELUSDC,KERNELUSDC,True
ALGOUSDC,ALGOUSDC,True
THETABTC,THETABTC,True
NXPCTRY,NXPCTRY,True
KERNELTRY,KERNELTRY,True
ZENBTC,ZENBTC,True
AWEBTC,AWEBTC,True
KERNELFDUSD,KERNELFDUSD,True
ETHTUSD,ETHTUSD,True
ALGOBTC,ALGOBTC,True
AWEUSDT,AWEUSDT,True
BTCTUSD,BTCTUSD,True
KERNELUSDT,KERNELUSDT,True
ADABNB,ADABNB,True
KERNELBNB,KERNELBNB,True
MTLUSDT,MTLUSDT,True
BTCUSDC,BTCUSDC,True
EPICUSDC,EPICUSDC,True
NEWTBNB,NEWTBNB,True
CTSIBTC,CTSIBTC,True
LATRY,LATRY,True
IOTAETH,IOTAETH,True
SAHARAUSDC,SAHARAUSDC,True
UTKUSDC,UTKUSDC,True
BMTTRY,BMTTRY,True
ETHZAR,ETHZAR,True
QTUMBTC,QTUMBTC,True
RPLUSDC,RPLUSDC,True
LPTJPY,LPTJPY,True
LINKBTC,LINKBTC,True
BNBBTC,BNBBTC,True
BNBETH,BNBETH,True
ZRXBTC,ZRXBTC,True
BTCZAR,BTCZAR,True
FORMUSDC,FORMUSDC,True
LRCETH,LRCETH,True
NEWTUSDC,NEWTUSDC,True
XAIUSDC,XAIUSDC,True
MKRUSDC,MKRUSDC,True
RVNUSDC,RVNUSDC,True
LINKETH,LINKETH,True
HIVEBTC,HIVEBTC,True
SAHARABNB,SAHARABNB,True
OSMOUSDC,OSMOUSDC,True
SXPBTC,SXPBTC,True
MDTUSDT,MDTUSDT,True
USDTZAR,USDTZAR,True
GMXUSDC,GMXUSDC,True
LAUSDC,LAUSDC,True
NEIROJPY,NEIROJPY,True
BMTBNB,BMTBNB,True
KNCUSDT,KNCUSDT,True
BTCUAH,BTCUAH,True
LABNB,LABNB,True
BMTUSDC,BMTUSDC,True
USDTUAH,USDTUAH,True
EURIUSDC,EURIUSDC,True
QTUMETH,QTUMETH,True
IOTABTC,IOTABTC,True
SYNUSDC,SYNUSDC,True
SOLBNB,SOLBNB,True
KNCBTC,KNCBTC,True
VELODROMEUSDC,VELODROMEUSDC,True
SOLBTC,SOLBTC,True
COMPBTC,COMPBTC,True
LAFDUSD,LAFDUSD,True
USDCRON,USDCRON,True
NEWTTRY,NEWTTRY,True
ZRXUSDT,ZRXUSDT,True
CVCUSDC,CVCUSDC,True
GASBTC,GASBTC,True
BMTFDUSD,BMTFDUSD,True
TUSDC,TUSDC,True
NEOBTC,NEOBTC,True
NEWTFDUSD,NEWTFDUSD,True
XVGETH,XVGETH,True
CTSIUSDT,CTSIUSDT,True
CHRUSDT,CHRUSDT,True
LTCBTC,LTCBTC,True
COTIBTC,COTIBTC,True
CHESSUSDC,CHESSUSDC,True
FORMTRY,FORMTRY,True
SNXBTC,SNXBTC,True
SPKTRY,SPKTRY,True
MBLUSDT,MBLUSDT,True
COMPUSDC,COMPUSDC,True
AXSUSDC,AXSUSDC,True
SAHARATRY,SAHARATRY,True
EGLDUSDC,EGLDUSDC,True
SAHARAFDUSD,SAHARAFDUSD,True
CHRBTC,CHRBTC,True
LRCBTC,LRCBTC,True
MTLBTC,MTLBTC,True
DFUSDC,DFUSDC,True
LPTUSDC,LPTUSDC,True
SAGA-FDUSD,SAGAFDUSD,False
SOL-JPY,SOLJPY,False
NXPC-USDC,NXPCUSDC,False
AI/BNB,AIBNB,False
SHIB/JPY,SHIBJPY,False
SAGA/FDUSD,SAGAFDUSD,False
NXPC-BNB,NXPCBNB,False
NXPC/BNB,NXPCBNB,False
SHIB-JPY,SHIBJPY,False
SOL/JPY,SOLJPY,False
LA-USDT,LAUSDT,False
SAGA/TRY,SAGATRY,False
AI-BNB,AIBNB,False
USD1-USDT,USD1USDT,False
XAI,XAIUSDC,False
ADA-JPY,ADAJPY,False
ADA/JPY,ADAJPY,False
OMNI-USDC,OMNIUSDC,False
AI-FDUSD,AIFDUSD,False
PEPE/BRL,PEPEBRL,False
XAI-TRY,XAITRY,False
USDT/MXN,USDTMXN,False
AI/FDUSD,AIFDUSD,False
PEPE-BRL,PEPEBRL,False
USD1/USDT,USD1USDT,False
NXPC-TRY,NXPCTRY,False
SAGA-TRY,SAGATRY,False
NXPC/TRY,NXPCTRY,False
YGG/TRY,YGGTRY,False
LA/USDT,LAUSDT,False
YGG-TRY,YGGTRY,False
NXPC-FDUSD,NXPCFDUSD,False
AI-USDT,AIUSDT,False
NXPC/FDUSD,NXPCFDUSD,False
XRP/JPY,XRPJPY,False
HUMAUSDT,HUMATRY,False
XRP-JPY,XRPJPY,False
RSR-TRY,RSRTRY,False
EGLD-TRY,EGLDTRY,False
NXPCUSDT,NXPCTRY,False
PHB/TRY,PHBTRY,False
PHB-TRY,PHBTRY,False
SYRUP-TRY,SYRUPTRY,False
SAGA-USDT,SAGAUSDT,False
HUMA/USDT,HUMAUSDT,False
RSR/TRY,RSRTRY,False
SYRUP/TRY,SYRUPTRY,False
NXPC,NXPCTRY,False
SAGA/USDT,SAGAUSDT,False
SAGA-BTC,SAGABTC,False
BB,BBUSDC,False
BBUSD,BBUSDC,False
AIUSD,AITRY,False
BBUSDT,BBUSDC,False
BB/BTC,BBBTC,False
SAGA/BTC,SAGABTC,False
EGLD/TRY,EGLDTRY,False
HUMAUSD,HUMATRY,False
AI/USDT,AIUSDT,False
REZ/USDT,REZUSDT,False
REZUSDT,REZUSDC,False
NXPC/USDC,NXPCUSDC,False
AWE,AWEUSDT,False
HUMA,HUMATRY,False
REZ,REZUSDC,False
REZUSD,REZUSDC,False
AI-BTC,AIBTC,False
AI/BTC,AIBTC,False
REZ-USDT,REZUSDT,False
SAHARA-TRY,SAHARATRY,False
SAGA-BNB,SAGABNB,False
NXPC-USDT,NXPCUSDT,False
REZ/TRY,REZTRY,False
NXPC/USDT,NXPCUSDT,False
AIUSDT,AITRY,False
SAGA/BNB,SAGABNB,False
REZ-TRY,REZTRY,False
NXPCUSD,NXPCTRY,False
OMNI/USDC,OMNIUSDC,False
LA,LATRY,False
LAUSD,LATRY,False
ICP-USDC,ICPUSDC,False
RUNE/USDC,RUNEUSDC,False
XAI/USDT,XAIUSDT,False
HAEDAL/USDC,HAEDALUSDC,False
RUNE-USDC,RUNEUSDC,False
YGG-USDC,YGGUSDC,False
YGG/USDC,YGGUSDC,False
LDO-FDUSD,LDOFDUSD,False
SAGA/USDC,SAGAUSDC,False
XAI-USDT,XAIUSDT,False
SAGA-USDC,SAGAUSDC,False
HAEDAL-USDT,HAEDALUSDT,False
LDO/FDUSD,LDOFDUSD,False
HAEDAL/TRY,HAEDALTRY,False
RVN/USDC,RVNUSDC,False
POLYX/TRY,POLYXTRY,False
ETHFI-USDC,ETHFIUSDC,False
POLYX-TRY,POLYXTRY,False
HAEDAL/USDT,HAEDALUSDT,False
OMNI,OMNIUSDC,False
HAEDAL-USDC,HAEDALUSDC,False
TAO,TAOUSDC,False
MOVR/TRY,MOVRTRY,False
XAIUSDT,XAIUSDC,False
TAO/BTC,TAOBTC,False
TAO-BTC,TAOBTC,False
TAO/USDT,TAOUSDT,False
HAEDAL-FDUSD,HAEDALFDUSD,False
TAO-USDT,TAOUSDT,False
HAEDAL/FDUSD,HAEDALFDUSD,False
TAO/FDUSD,TAOFDUSD,False
TAO-FDUSD,TAOFDUSD,False
HAEDAL-BNB,HAEDALBNB,False
CFX-USDC,CFXUSDC,False
TAO/TRY,TAOTRY,False
TAOUSD,TAOUSDC,False
LPT-USDC,LPTUSDC,False
TAO-TRY,TAOTRY,False
HAEDAL/BNB,HAEDALBNB,False
MOVR-TRY,MOVRTRY,False
XAIUSD,XAIUSDC,False
CFX/USDC,CFXUSDC,False
ICP-FDUSD,ICPFDUSD,False
OMNIUSD,OMNIUSDC,False
OMNIUSDT,OMNIUSDC,False
AI/TRY,AITRY,False
APT/USDC,APTUSDC,False
APT-USDC,APTUSDC,False
CKB-USDC,CKBUSDC,False
LAUSDT,LATRY,False
AWE/BTC,AWEBTC,False
GALA/USDC,GALAUSDC,False
AI-TRY,AITRY,False
GALA-USDC,GALAUSDC,False
AWEUSD,AWEUSDT,False
OMNI-TRY,OMNITRY,False
STX/USDC,STXUSDC,False
CKB/USDC,CKBUSDC,False
STX-USDC,STXUSDC,False
USD1,USD1USDT,False
USD1USD,USD1USDT,False
TAOUSDT,TAOUSDC,False
USDT-MXN,USDTMXN,False
ICP/USDC,ICPUSDC,False
AWE-BTC,AWEBTC,False
OMNI/TRY,OMNITRY,False
ETHFI/USDC,ETHFIUSDC,False
OMNI-USDT,OMNIUSDT,False
HAEDALUSD,HAEDALTRY,False
HAEDAL-TRY,HAEDALTRY,False
LPT/USDC,LPTUSDC,False
OMNI/BTC,OMNIBTC,False
OMNI-BTC,OMNIBTC,False
HAEDAL,HAEDALTRY,False
OMNI/USDT,OMNIUSDT,False
ENA-USDC,ENAUSDC,False
HAEDALUSDT,HAEDALTRY,False
ENA/USDC,ENAUSDC,False
XAI/TRY,XAITRY,False
BB-BTC,BBBTC,False
ICP/FDUSD,ICPFDUSD,False
RVN-USDC,RVNUSDC,False
OMNI/FDUSD,OMNIFDUSD,False
AWE-USDT,AWEUSDT,False
OMNI-FDUSD,OMNIFDUSD,False
AWE/USDT,AWEUSDT,False
PUNDIX-USDC,PUNDIXUSDC,False
PEOPLE-TRY,PEOPLETRY,False
BB/USDT,BBUSDT,False
TRU/TRY,TRUTRY,False
STO/TRY,STOTRY,False
NFP-USDT,NFPUSDT,False
NFP/USDT,NFPUSDT,False
IO/FDUSD,IOFDUSD,False
IO-FDUSD,IOFDUSD,False
STO-FDUSD,STOFDUSD,False
XAI/USDC,XAIUSDC,False
IO/TRY,IOTRY,False
IO-TRY,IOTRY,False
STO/FDUSD,STOFDUSD,False
TRU-TRY,TRUTRY,False
NFP/TRY,NFPTRY,False
STO-BNB,STOBNB,False
WIF/EUR,WIFEUR,False
NFP-BTC,NFPBTC,False
STO/BNB,STOBNB,False
NFP/BTC,NFPBTC,False
WIF-EUR,WIFEUR,False
XAI-USDC,XAIUSDC,False
NFPUSDT,NFPTRY,False
ZK,ZKUSDC,False
ZKUSD,ZKUSDC,False
IO-BNB,IOBNB,False
IO/BNB,IOBNB,False
STO-TRY,STOTRY,False
IO-USDT,IOUSDT,False
LPT/JPY,LPTJPY,False
SYRUP,SYRUPTRY,False
PEOPLE-FDUSD,PEOPLEFDUSD,False
SYRUPUSDT,SYRUPTRY,False
NFP-FDUSD,NFPFDUSD,False
TNSR/USDC,TNSRUSDC,False
TNSR-USDC,TNSRUSDC,False
VIRTUAL-TRY,VIRTUALTRY,False
VIRTUAL/TRY,VIRTUALTRY,False
USDT/COP,USDTCOP,False
NFP/FDUSD,NFPFDUSD,False
USDT-COP,USDTCOP,False
ENJ-USDC,ENJUSDC,False
IO,IOUSDC,False
IOUSD,IOUSDC,False
ENJ/USDC,ENJUSDC,False
IOUSDT,IOUSDC,False
IO/BTC,IOBTC,False
LPT-JPY,LPTJPY,False
IO-BTC,IOBTC,False
IO/USDT,IOUSDT,False
NFPUSD,NFPTRY,False
STO-USDC,STOUSDC,False
NFP,NFPTRY,False
LISTA/FDUSD,LISTAFDUSD,False
STOUSDT,STOTRY,False
RARE-TRY,RARETRY,False
LISTA/TRY,LISTATRY,False
LISTA-TRY,LISTATRY,False
SIGN-TRY,SIGNTRY,False
SIGN/TRY,SIGNTRY,False
ZRO,ZROUSDC,False
ZROUSD,ZROUSDC,False
RARE/TRY,RARETRY,False
ZROUSDT,ZROUSDC,False
ZRO/BTC,ZROBTC,False
AXS-USDC,AXSUSDC,False
ZRO-BTC,ZROBTC,False
ZRO/USDT,ZROUSDT,False
ZRO-USDT,ZROUSDT,False
ACE-TRY,ACETRY,False
ZRO/FDUSD,ZROFDUSD,False
ACE/TRY,ACETRY,False
ZRO-FDUSD,ZROFDUSD,False
COMP/USDC,COMPUSDC,False
SIGN-FDUSD,SIGNFDUSD,False
LISTA-FDUSD,LISTAFDUSD,False
STO,STOTRY,False
ZKUSDT,ZKUSDC,False
LISTA-BNB,LISTABNB,False
ZK/BTC,ZKBTC,False
ZK-BTC,ZKBTC,False
ZK/USDT,ZKUSDT,False
ZK-USDT,ZKUSDT,False
STO/USDC,STOUSDC,False
VANRY-TRY,VANRYTRY,False
ZK/FDUSD,ZKFDUSD,False
ZK-FDUSD,ZKFDUSD,False
STO-USDT,STOUSDT,False
VANRY/TRY,VANRYTRY,False
STO/USDT,STOUSDT,False
ZK/TRY,ZKTRY,False
ZK-TRY,ZKTRY,False
LISTAUSDT,LISTATRY,False
LISTA,LISTATRY,False
LISTAUSD,LISTATRY,False
LISTA/USDT,LISTAUSDT,False
STOUSD,STOTRY,False
LISTA-USDT,LISTAUSDT,False
AXS/USDC,AXSUSDC,False
LISTA/BNB,LISTABNB,False
PEOPLE/FDUSD,PEOPLEFDUSD,False
HIGH-TRY,HIGHTRY,False
PUNDIX/USDC,PUNDIXUSDC,False
ARKM/USDC,ARKMUSDC,False
OP/USDC,OPUSDC,False
NOT-USDT,NOTUSDT,False
SXT-BNB,SXTBNB,False
NOT/FDUSD,NOTFDUSD,False
LA/BNB,LABNB,False
NOT-FDUSD,NOTFDUSD,False
SXT/BNB,SXTBNB,False
NOT/TRY,NOTTRY,False
NOT-TRY,NOTTRY,False
SXT-USDC,SXTUSDC,False
ARKM-USDC,ARKMUSDC,False
HIGH/TRY,HIGHTRY,False
INJ-USDC,INJUSDC,False
LA-BNB,LABNB,False
INJ/USDC,INJUSDC,False
SXT/USDC,SXTUSDC,False
AR/USDC,ARUSDC,False
AR-USDC,ARUSDC,False
SXT-USDT,SXTUSDT,False
SXT/USDT,SXTUSDT,False
BB/USDC,BBUSDC,False
BB-USDC,BBUSDC,False
NOT/USDT,NOTUSDT,False
NOTUSD,NOTUSDC,False
NOT,NOTUSDC,False
NOTUSDT,NOTUSDC,False
BB-USDT,BBUSDT,False
LA/USDC,LAUSDC,False
AI,AITRY,False
SXT-TRY,SXTTRY,False
BB/BNB,BBBNB,False
BB-BNB,BBBNB,False
SXT/TRY,SXTTRY,False
LA-USDC,LAUSDC,False
BB/FDUSD,BBFDUSD,False
BB-FDUSD,BBFDUSD,False
BB/TRY,BBTRY,False
ORDI-USDC,ORDIUSDC,False
BB-TRY,BBTRY,False
SXT-FDUSD,SXTFDUSD,False
PEOPLE/TRY,PEOPLETRY,False
SAGAUSD,SAGAUSDC,False
SXT/FDUSD,SXTFDUSD,False
ORDI/USDC,ORDIUSDC,False
TRB/USDC,TRBUSDC,False
TRB-USDC,TRBUSDC,False
OP-USDC,OPUSDC,False
LA/FDUSD,LAFDUSD,False
SXTUSD,SXTTRY,False
SXT,SXTTRY,False
KMNO,KMNOUSDC,False
BTC-MXN,BTCMXN,False
KMNOUSDT,KMNOUSDC,False
XRP/MXN,XRPMXN,False
XRP-MXN,XRPMXN,False
ARB/USDC,ARBUSDC,False
SYRUP-USDC,SYRUPUSDC,False
ENS/USDC,ENSUSDC,False
ENS-USDC,ENSUSDC,False
SYRUP/USDC,SYRUPUSDC,False
LDO/USDC,LDOUSDC,False
LDO-USDC,LDOUSDC,False
NOT/USDC,NOTUSDC,False
LA/TRY,LATRY,False
NOT-USDC,NOTUSDC,False
SYRUP-USDT,SYRUPUSDT,False
LA-TRY,LATRY,False
NEAR/BRL,NEARBRL,False
NEAR-BRL,NEARBRL,False
NFP-TRY,NFPTRY,False
SYRUP/USDT,SYRUPUSDT,False
SYRUPUSD,SYRUPTRY,False
BTC/MXN,BTCMXN,False
USDC-TRY,USDCTRY,False
CRV/USDC,CRVUSDC,False
USDC/TRY,USDCTRY,False
CRV-USDC,CRVUSDC,False
DOT-USDC,DOTUSDC,False
DOT/USDC,DOTUSDC,False
LA-FDUSD,LAFDUSD,False
SXTUSDT,SXTTRY,False
PEOPLE/USDC,PEOPLEUSDC,False
PEOPLE-USDC,PEOPLEUSDC,False
KMNO-USDC,KMNOUSDC,False
AVAX-USDC,AVAXUSDC,False
KMNO/USDC,KMNOUSDC,False
AR/FDUSD,ARFDUSD,False
AVAX/USDC,AVAXUSDC,False
AR-FDUSD,ARFDUSD,False
PEPE/EUR,PEPEEUR,False
PEPE-EUR,PEPEEUR,False
KMNO-USDT,KMNOUSDT,False
KMNO/USDT,KMNOUSDT,False
REZ/USDC,REZUSDC,False
ARB-USDC,ARBUSDC,False
REZ-USDC,REZUSDC,False
KMNOUSD,KMNOUSDC,False
SAGAUSDT,SAGAUSDC,False
SPK/FDUSD,SPKFDUSD,False
SAGA,SAGAUSDC,False
APT/FDUSD,APTFDUSD,False
HOMEUSD,HOMETRY,False
NEWT-BNB,NEWTBNB,False
PORTAL/TRY,PORTALTRY,False
HOME,HOMETRY,False
PORTAL-TRY,PORTALTRY,False
HOMEUSDT,HOMETRY,False
AXL,AXLTRY,False
APT-FDUSD,APTFDUSD,False
AXLUSD,AXLTRY,False
AXLUSDT,AXLTRY,False
AXL/BTC,AXLBTC,False
PEPE-FDUSD,PEPEFDUSD,False
RESOLV-TRY,RESOLVTRY,False
AXL-BTC,AXLBTC,False
AXL/USDT,AXLUSDT,False
RESOLV/TRY,RESOLVTRY,False
AXL-USDT,AXLUSDT,False
RESOLV-FDUSD,RESOLVFDUSD,False
AXL/TRY,AXLTRY,False
AXL-TRY,AXLTRY,False
RESOLV/FDUSD,RESOLVFDUSD,False
ALT-TRY,ALTTRY,False
PORTAL-FDUSD,PORTALFDUSD,False
PORTAL/FDUSD,PORTALFDUSD,False
BLUR/USDC,BLURUSDC,False
HOME/USDT,HOMEUSDT,False
JUP/USDT,JUPUSDT,False
JUPUSD,JUPUSDC,False
LDO-TRY,LDOTRY,False
HOME-USDC,HOMEUSDC,False
HOME/USDC,HOMEUSDC,False
UNI/USDC,UNIUSDC,False
UNI-USDC,UNIUSDC,False
JUP,JUPUSDC,False
PORTAL,PORTALTRY,False
PORTALUSD,PORTALTRY,False
PORTALUSDT,PORTALTRY,False
PORTAL/BTC,PORTALBTC,False
JUPUSDT,JUPUSDC,False
NEWT/BNB,NEWTBNB,False
PORTAL-BTC,PORTALBTC,False
PORTAL/USDT,PORTALUSDT,False
HOME-USDT,HOMEUSDT,False
PORTAL-USDT,PORTALUSDT,False
BLUR-USDC,BLURUSDC,False
PORTAL/BNB,PORTALBNB,False
PORTAL-BNB,PORTALBNB,False
PEPE/FDUSD,PEPEFDUSD,False
ALT/TRY,ALTTRY,False
SAHARA/TRY,SAHARATRY,False
